total_rewards,recon_rewards,cyber_attack_rewards,disinfo_rewards, term_rewards,loss1_history,loss2_history,loss3_history
3843.0,2000.0,1853.0,0.0,-10.0,0.0,0.0,0.0
3445.0,2000.0,1455.0,0.0,-10.0,0.0,0.0,0.0
3850.0,2000.0,1860.0,0.0,-10.0,0.0,0.0,0.0
7270.0,2000.0,5280.0,0.0,-10.0,0.0,0.0,0.0
4270.0,2000.0,2280.0,0.0,-10.0,0.0,0.0,0.0
10330.0,2000.0,8340.0,0.0,-10.0,0.0,0.0,0.0
5544.0,2000.0,3554.0,0.0,-10.0,0.0,0.0,0.0
3300.0,2000.0,1310.0,0.0,-10.0,0.0,0.0,0.0
4551.0,2000.0,2561.0,0.0,-10.0,0.0,0.0,0.0
3781.0,2000.0,1791.0,0.0,-10.0,0.0,0.0,0.0
5149.0,2000.0,3159.0,0.0,-10.0,0.0,0.0,0.0
4726.0,2000.0,2736.0,0.0,-10.0,0.0,0.0,0.0
4681.0,2000.0,2691.0,0.0,-10.0,0.0,0.0,0.0
6677.0,2000.0,4687.0,0.0,-10.0,0.0,0.0,0.0
3815.0,2000.0,1825.0,0.0,-10.0,0.0,0.0,0.0
6154.0,2000.0,4164.0,0.0,-10.0,0.0,0.0,0.0
4154.0,2000.0,2164.0,0.0,-10.0,0.0,0.0,0.0
5086.0,2000.0,3096.0,0.0,-10.0,0.0,0.0,0.0
3627.0,2000.0,1637.0,0.0,-10.0,0.0,0.0,0.0
5758.0,2000.0,3768.0,0.0,-10.0,0.0,0.0,0.0
5958.0,2000.0,3968.0,0.0,-10.0,0.0,0.0,0.0
5711.0,2000.0,3721.0,0.0,-10.0,0.0,0.0,0.0
3553.0,2000.0,1563.0,0.0,-10.0,0.0,0.0,0.0
4077.0,2000.0,2087.0,0.0,-10.0,0.0,0.0,0.0
4915.0,2000.0,2925.0,0.0,-10.0,0.0,0.0,0.0
3787.0,2000.0,1797.0,0.0,-10.0,0.0,0.0,0.0
4010.0,2000.0,2020.0,0.0,-10.0,0.0,0.0,0.0
4640.0,2000.0,2650.0,0.0,-10.0,0.0,0.0,0.0
7898.0,2000.0,5908.0,0.0,-10.0,0.0,0.0,0.0
6172.0,2000.0,4182.0,0.0,-10.0,0.0,0.0,0.0
