total_rewards,action_rewards,opinion_rewards,social_trust_sp0,social_trust_sp1,social_trust_sp2,request_rate_sp0,request_rate_sp1,request_rate_sp2,op0_expression_rate,op1_expression_rate,op2_expression_rate,op3_expression_rate,op4_expression_rate,op5_expression_rate,availability_sp0,availability_sp1,availability_sp2
119580.0,60230.0,59350.0,0.0,0.0,0.0,37.11,22.79,40.1,0.836,34.52,0.018,22.512,0.026,42.088,0.8356238210724872,0.8870557261956998,0.8756109725685786
119567.0,60502.0,59065.0,0.0,0.0,0.0,37.072,22.846,40.082,0.932,34.386,0.022,22.306,0.036,42.318,0.8745684074233924,0.8510023636522804,0.8639289456613941
116904.0,58057.0,58847.0,0.0,0.0,0.0,37.114,22.8,40.086,0.906,34.706,0.016,22.272,0.012,42.088,0.8270733415961632,0.8660526315789474,0.8390460509903707
116160.0,57468.0,58692.0,0.0,0.0,0.0,37.026,22.852,40.122,0.922,34.524,0.028,22.402,0.034,42.09,0.8328741965105602,0.8756345177664975,0.8140670953591546
119212.0,60099.0,59113.0,0.0,0.0,0.0,37.1,22.816,40.084,0.924,34.346,0.026,22.408,0.03,42.266,0.8623180592991914,0.8752629733520336,0.8542061670491967
120811.0,61618.0,59193.0,0.0,0.0,0.0,37.096,22.852,40.052,0.906,34.388,0.024,22.278,0.022,42.382,0.8824671123571275,0.8701207771748644,0.8748127434335364
118494.0,59665.0,58829.0,0.0,0.0,0.0,37.06,22.844,40.096,0.942,34.52,0.002,22.268,0.036,42.232,0.8096600107933082,0.882244790754684,0.8881185155626496
119909.0,60741.0,59168.0,0.0,0.0,0.0,37.062,22.786,40.152,0.93,34.424,0.036,22.39,0.026,42.194,0.8885651071178026,0.8636882296146757,0.8529587567244471
118861.0,59825.0,59036.0,0.0,0.0,0.0,37.08,22.84,40.08,0.896,34.38,0.018,22.422,0.038,42.246,0.8637540453074434,0.8530647985989492,0.8571856287425149
120328.0,60866.0,59462.0,0.0,0.0,0.0,37.074,22.866,40.06,0.876,34.348,0.02,22.438,0.02,42.298,0.8668069266871662,0.8949532056328173,0.8559660509236146
120296.0,61045.0,59251.0,0.0,0.0,0.0,37.048,22.79,40.162,0.924,34.532,0.01,22.396,0.028,42.11,0.9060138199093069,0.8330846862659061,0.8597181415268164
117522.0,58453.0,59069.0,0.0,0.0,0.0,37.052,22.824,40.124,0.974,34.484,0.03,22.254,0.026,42.232,0.8327755586742955,0.8443743427970557,0.8566444023527066
119714.0,60587.0,59127.0,0.0,0.0,0.0,37.02,22.812,40.168,0.842,34.588,0.024,22.082,0.036,42.428,0.8947055645596974,0.8332456601788533,0.8603863772156941
119437.0,60412.0,59025.0,0.0,0.0,0.0,37.104,22.824,40.072,0.888,34.29,0.014,22.33,0.042,42.436,0.8747843898231996,0.8808271994391869,0.8476741864643641
119626.0,60539.0,59087.0,0.0,0.0,0.0,37.008,22.794,40.198,0.95,34.51,0.014,22.196,0.034,42.296,0.8776480760916558,0.8340791436342897,0.8737250609483059
118617.0,59960.0,58657.0,0.0,0.0,0.0,37.062,22.802,40.136,0.922,34.434,0.036,22.328,0.028,42.252,0.8731315093626896,0.888957109025524,0.8334163842934025
117898.0,59205.0,58693.0,0.0,0.0,0.0,37.104,22.802,40.094,0.958,34.53,0.02,22.202,0.034,42.256,0.8436826218197498,0.8729058854486449,0.8501022596897292
121867.0,62530.0,59337.0,0.0,0.0,0.0,37.038,22.84,40.122,0.98,34.618,0.022,22.318,0.042,42.02,0.8820670662562773,0.8916812609457093,0.8860974029210906
117088.0,58461.0,58627.0,0.0,0.0,0.0,37.048,22.83,40.122,0.942,34.28,0.01,22.352,0.026,42.39,0.8679011012740229,0.8050810337275515,0.8470165993719156
117305.0,58424.0,58881.0,0.0,0.0,0.0,37.038,22.828,40.134,0.916,34.604,0.026,22.13,0.028,42.296,0.8430800799179221,0.8118976695286491,0.8647032441321573
116302.0,57475.0,58827.0,0.0,0.0,0.0,37.014,22.84,40.146,0.954,34.53,0.014,22.212,0.014,42.276,0.8019127897552277,0.8643607705779335,0.8486524186718477
118982.0,59869.0,59113.0,0.0,0.0,0.0,37.09,22.792,40.118,0.998,34.378,0.008,22.284,0.036,42.296,0.8858452413049339,0.8652158652158652,0.8300014955880154
118047.0,59223.0,58824.0,0.0,0.0,0.0,37.076,22.812,40.112,0.924,34.34,0.018,22.466,0.03,42.222,0.8828352573093106,0.8406978783096616,0.8337654567211807
118396.0,59613.0,58783.0,0.0,0.0,0.0,37.114,22.792,40.094,0.886,34.546,0.016,22.262,0.022,42.268,0.8743331357439241,0.8285363285363285,0.8580835037661495
118932.0,59849.0,59083.0,0.0,0.0,0.0,37.108,22.814,40.078,0.908,34.556,0.03,22.394,0.032,42.08,0.8645575078150264,0.8585955991934777,0.8537851190179151
119913.0,60707.0,59206.0,0.0,0.0,0.0,37.104,22.862,40.034,0.922,34.422,0.016,22.448,0.024,42.168,0.8820073307460112,0.8323856180561631,0.8738572213618424
114492.0,56203.0,58289.0,0.0,0.0,0.0,37.022,22.81,40.168,0.842,34.588,0.024,22.082,0.036,42.428,0.8808276160121009,0.8204296361245068,0.771310495917148
119690.0,60526.0,59164.0,0.0,0.0,0.0,37.104,22.822,40.074,0.888,34.29,0.014,22.33,0.042,42.436,0.8782341526520052,0.8856366663745509,0.8446374207715726
115153.0,56770.0,58383.0,0.0,0.0,0.0,37.008,22.794,40.198,0.95,34.51,0.014,22.196,0.036,42.294,0.8290099437959361,0.8638238132841976,0.8078511368724812
115906.0,57550.0,58356.0,0.0,0.0,0.0,37.062,22.8,40.138,0.922,34.434,0.036,22.328,0.028,42.252,0.8467432950191571,0.7849122807017543,0.856794060491305
120576.0,61479.0,59097.0,0.0,0.0,0.0,37.104,22.802,40.094,0.958,34.532,0.018,22.202,0.034,42.256,0.8976929711082363,0.8815893342689238,0.8517982740559685
120075.0,60832.0,59243.0,0.0,0.0,0.0,37.038,22.84,40.122,0.98,34.618,0.022,22.318,0.042,42.02,0.8412981262487176,0.8879159369527145,0.8835551567718458
119122.0,60061.0,59061.0,0.0,0.0,0.0,37.048,22.83,40.122,0.94,34.282,0.01,22.352,0.026,42.39,0.8429604836968257,0.8649145860709593,0.8758785703604007
116481.0,57944.0,58537.0,0.0,0.0,0.0,37.038,22.828,40.134,0.916,34.604,0.026,22.13,0.028,42.296,0.8150008099789405,0.8589451550727177,0.8518961479045198
118637.0,59457.0,59180.0,0.0,0.0,0.0,37.014,22.84,40.146,0.954,34.532,0.012,22.212,0.014,42.276,0.8896633706165235,0.8347635726795096,0.8339560603796145
116758.0,57837.0,58921.0,0.0,0.0,0.0,37.09,22.792,40.118,0.998,34.378,0.008,22.284,0.036,42.296,0.855486654084659,0.7999297999298,0.8445086993369559
116706.0,57979.0,58727.0,0.0,0.0,0.0,37.076,22.814,40.11,0.924,34.34,0.018,22.466,0.03,42.222,0.8391412234329485,0.8244060664504251,0.8524557466965844
116988.0,58539.0,58449.0,0.0,0.0,0.0,37.114,22.792,40.094,0.886,34.546,0.016,22.262,0.022,42.268,0.8417847712453521,0.8614426114426115,0.8427196089190403
