"timestep","group0_trust_in_sp0.mean","group0_trust_in_sp0.sd","group0_trust_in_sp1.mean","group0_trust_in_sp1.sd","group0_trust_in_sp2.mean","group0_trust_in_sp2.sd","group1_trust_in_sp0.mean","group1_trust_in_sp0.sd","group1_trust_in_sp1.mean","group1_trust_in_sp1.sd","group1_trust_in_sp2.mean","group1_trust_in_sp2.sd","group2_trust_in_sp0.mean","group2_trust_in_sp0.sd","group2_trust_in_sp1.mean","group2_trust_in_sp1.sd","group2_trust_in_sp2.mean","group2_trust_in_sp2.sd","group3_trust_in_sp0.mean","group3_trust_in_sp0.sd","group3_trust_in_sp1.mean","group3_trust_in_sp1.sd","group3_trust_in_sp2.mean","group3_trust_in_sp2.sd"
10,0.653552198737923,0.0324206670409081,0.503952429812825,0.00382023680653974,0.67707520704541,0.0418750207478115,0.512163127760636,0.0110480443263184,0.816943571900949,0.0551786688840824,0.510567782718134,0.00959260510358685,0.648995142713821,0.0274664022159056,0.503610624106949,0.00355954944827224,0.678856773794187,0.0451696981820366,0.512145755989325,0.0106449584350176,0.820262420397283,0.048546295583692,0.510781043723088,0.0081861008100546
11,0.653913973261435,0.0328073633575222,0.503632997164342,0.00321045924579172,0.677965409689981,0.0418424000504634,0.51273526691388,0.010327554132081,0.815158627255924,0.062392399557332,0.511534227724906,0.00926914079303483,0.648895546464001,0.0277912844918441,0.504020306104493,0.00438891841129407,0.679690806676433,0.0453970039414864,0.514903770768129,0.015590760463735,0.817306571001131,0.0588437644697091,0.510604207838879,0.00821195780374184
12,0.653332717541318,0.0340151345133156,0.503817183824848,0.00335987453774029,0.678890340007271,0.0427068400741862,0.513263316911824,0.0123623701598776,0.812907127756912,0.071269842671779,0.511612108881562,0.00928955622507988,0.649619195946922,0.0298283834386011,0.504106974851533,0.00458712997273042,0.679564530776589,0.04602522869041,0.513652305439705,0.0113880959622606,0.816349902805903,0.0670083107620215,0.51282284282923,0.0105812119655835
13,0.652883992593255,0.0341362777241255,0.504459474633837,0.00389754647819687,0.678892626561059,0.0437841043685886,0.515003787666293,0.0131677321046686,0.809152772721088,0.0786312364488328,0.511910781316712,0.00876026985386086,0.649282900929751,0.0318235861485361,0.504213880869961,0.0040811367959802,0.67980025419578,0.0469189997318676,0.513607759964017,0.0112689344276123,0.816738417116368,0.0762651510779516,0.511659237263138,0.00868923271603275
14,0.652777298673884,0.0348457705943727,0.50353127187371,0.0038757585581268,0.678124129431564,0.0442256072893639,0.513038178513556,0.00984555473066363,0.811935399293144,0.0857275538571505,0.512671535657897,0.0101702345310528,0.649339265254546,0.0331010682258234,0.503521255840787,0.00353194105467482,0.679890691101761,0.0477555858744239,0.51505726664549,0.0116507667335993,0.814593314082425,0.0833854588765855,0.511635533403365,0.0100999064547013
15,0.65303191776567,0.0349655986157844,0.504638524843988,0.00410801798480918,0.677545176074395,0.0466835696093326,0.512880436472834,0.0111065418659886,0.808447511554438,0.0907505446708902,0.513695448205762,0.0107328526749115,0.649758811638911,0.0339096057496241,0.503856262647305,0.0035727421401194,0.678972393280613,0.0507778557625208,0.514170806529096,0.0122711497000447,0.813565985261769,0.0896016105147443,0.512654743339306,0.0101672710170032
16,0.653054241147744,0.0337507152237333,0.504686989890862,0.00390416105333,0.676658817924812,0.0500447838562379,0.511348643051641,0.0109313624072337,0.808152444593074,0.0973349880101763,0.51324249566787,0.0101824724454574,0.650240481547438,0.0338710370312704,0.503973752478098,0.00351878493688457,0.678096132145732,0.0535970664952121,0.51507234717041,0.0136641623153024,0.81424874576915,0.0944042686648407,0.512532062382557,0.00868070744134601
17,0.653326453899105,0.0336475402397629,0.504583760373753,0.00371092485286127,0.675886012323355,0.0516514456807171,0.511847740874965,0.0109359839585157,0.809152692824023,0.0970108167389608,0.513025269961385,0.00891565033752272,0.650653734685928,0.0341303431282778,0.504371344858426,0.00390133913393369,0.677332803578054,0.0552267641788838,0.515071561841429,0.0119922854299401,0.815912100748076,0.0942739804130517,0.512117688651528,0.00854918126407725
18,0.653997260750773,0.0333489229738946,0.504264135601677,0.0033283589376175,0.676123627723587,0.0518885149562222,0.512609725160946,0.0110150425066679,0.811639904331936,0.0941973736269351,0.513045023268612,0.008662891935617,0.651200991585591,0.0339754576101435,0.504221021141004,0.00451029583145735,0.678029829701156,0.0548300783369088,0.515898799156081,0.0136043533504875,0.81759253943378,0.093392982616948,0.512143069684531,0.00831150995662803
19,0.654299936326731,0.0344321067590116,0.504127363735344,0.00368358162119861,0.676439659053763,0.0508580214160612,0.512697391140762,0.0119501902072312,0.811650112586219,0.0930254642568806,0.513368079439419,0.00968446251633699,0.651327162844488,0.0349053154196248,0.504002015376173,0.00371288145345584,0.677775594939505,0.0530436708079371,0.515821247316857,0.0123591638803813,0.818424384593353,0.0917861327906328,0.512562140032178,0.00802838920584929
20,0.653333545665053,0.0347813945140657,0.504778920409159,0.003927822382144,0.676108991023467,0.0502236918310683,0.511574916718629,0.0102368993222107,0.810912797639039,0.0919303194416543,0.513171636925036,0.00979575286721927,0.649940241393504,0.0347979733349026,0.504413871589633,0.00419708462831418,0.677540263003196,0.0516239638845193,0.515443436829865,0.0116658204835126,0.818956411902705,0.0897722765285912,0.51222007469755,0.00725198559916499
21,0.652475032574016,0.0354996751272249,0.504487724830049,0.00346755070556383,0.675699728000351,0.0493512289191092,0.511410467842948,0.010010372176276,0.811212811177481,0.0925354906256406,0.513256268078097,0.00866652278379476,0.649011265900526,0.0362876312533614,0.504269985859601,0.00414144772637274,0.676270079802092,0.0519126565132187,0.514264985702829,0.0103797475728859,0.819829208840568,0.09009414514301,0.513083208904045,0.00938747986743336
22,0.652321189234744,0.0357899028765321,0.504274830304027,0.00420667043108596,0.675117098689377,0.049795569071942,0.512386704408539,0.0101774166645344,0.810473002370184,0.0969425000734154,0.513054055436722,0.00911097167000227,0.648589850894418,0.0374896806439498,0.50418614546205,0.00333506266116249,0.675633554769451,0.0528687173037411,0.51551805736537,0.0132907091618415,0.819728487584806,0.0949415562968194,0.512842791139577,0.008811138864098
23,0.651639599421305,0.0361098600044928,0.504374487838273,0.00428917757631196,0.67445268307204,0.0500803295399254,0.513543958574093,0.0112517801993452,0.809060229162428,0.10077730524295,0.512721978447941,0.00960378012923142,0.648415709693598,0.0388464894787929,0.50443735827768,0.00433029773569554,0.675233594964861,0.0538882291253741,0.514848094368804,0.0108895417823399,0.816806033081301,0.100233805486607,0.512528340826167,0.00886383983694552
24,0.649142937092097,0.0378214369950636,0.504103571493327,0.00347068881507738,0.674504161713566,0.0516316445591223,0.513492499900757,0.0114285348127398,0.807108866661457,0.104121299070833,0.513757536121261,0.00879837478922072,0.646087771806482,0.0412839044399974,0.504304348746486,0.00432328713081239,0.67480606047321,0.055881772998223,0.514730575879547,0.0118833599667324,0.8135443989628,0.101175485554637,0.513871435623724,0.0123740954370468
25,0.645938277623988,0.040030429610433,0.504940664299879,0.00405588218083463,0.673822625934686,0.0522817159689065,0.512812721524082,0.0119768751442925,0.806043454916986,0.103279984783395,0.513656046558578,0.00954618428794474,0.643434035350297,0.0450143837139689,0.504809929218564,0.00433418699434132,0.674062952210075,0.0567584151558971,0.515434644146619,0.0119344678534013,0.81173481649425,0.0992212967254926,0.513405899369925,0.0102479972852005
26,0.643566215638516,0.0432935136825693,0.505292318103258,0.00438115212917452,0.673295686502085,0.0525839414454066,0.513058453843438,0.0120406632531634,0.806614026634808,0.10198092923054,0.514530648212667,0.00984281432802875,0.641679578776588,0.0479176400831945,0.50375708041312,0.00316056765674609,0.674433950711202,0.0572428266728706,0.514734350318095,0.0126907827658528,0.812478330512402,0.0956093434069589,0.513122423013526,0.0098507190274148
27,0.642298183677978,0.045866318918954,0.504195646414234,0.00311284440854243,0.67384108316777,0.0534705241287162,0.513872813432852,0.0107711935569388,0.809779001412069,0.0988738344129297,0.51532514873617,0.00970756770047346,0.639969780809139,0.0495118485118324,0.504286844199402,0.00448295143231505,0.674305431269762,0.0570713865467645,0.515535416054233,0.012606779546036,0.811826718869528,0.0917242207453323,0.512756810082807,0.00941443059462417
28,0.64202637233685,0.047056128751255,0.504169405260425,0.0028040611397279,0.674172272668426,0.0539660899580379,0.515029127615183,0.0133018892264074,0.808730858168983,0.0948576293622928,0.516688916192812,0.00961887647556493,0.639474201415872,0.0505458400675617,0.506012003611638,0.00512483793959443,0.673444458814373,0.0569114558439651,0.513803551135069,0.00957161739401271,0.81525532906003,0.0868261042538219,0.512044159820338,0.00857125276030363
29,0.643501095266019,0.0471908933545507,0.504671286306508,0.00320479507361177,0.67484215459731,0.0532741626808815,0.512647347697685,0.00985333398867155,0.81217903413547,0.0906161894862167,0.516695873697705,0.0108597852982455,0.64042872500199,0.050332036088091,0.505405058031384,0.00486116828708232,0.674086962322197,0.0558045632962054,0.515503288073309,0.0127037614886423,0.814575933072031,0.0800564066682127,0.51342490316572,0.0100687177035389
