"timestep","group0_trust_in_sp0.mean","group0_trust_in_sp0.sd","group0_trust_in_sp1.mean","group0_trust_in_sp1.sd","group0_trust_in_sp2.mean","group0_trust_in_sp2.sd","group1_trust_in_sp0.mean","group1_trust_in_sp0.sd","group1_trust_in_sp1.mean","group1_trust_in_sp1.sd","group1_trust_in_sp2.mean","group1_trust_in_sp2.sd","group2_trust_in_sp0.mean","group2_trust_in_sp0.sd","group2_trust_in_sp1.mean","group2_trust_in_sp1.sd","group2_trust_in_sp2.mean","group2_trust_in_sp2.sd","group3_trust_in_sp0.mean","group3_trust_in_sp0.sd","group3_trust_in_sp1.mean","group3_trust_in_sp1.sd","group3_trust_in_sp2.mean","group3_trust_in_sp2.sd"
121,0.653637885005916,0.0390754078677808,0.505189986563168,0.00450306449685956,0.676055732965046,0.0525206531005823,0.515581289158058,0.0146420455387122,0.801178748656741,0.0952142492335601,0.516113830887412,0.0110303627441816,0.650384155082194,0.035336823517615,0.505386833136583,0.00378809950343124,0.67909447141238,0.0547431863758466,0.511788637978856,0.0103949122067124,0.803735309120276,0.0951557512242042,0.517409452559662,0.0136431416797231
122,0.652498109319036,0.0405915146965584,0.505139034458353,0.00452607479381912,0.676269186840374,0.0506113588024629,0.515703474772668,0.0144347928079626,0.802463291382358,0.0955573296842267,0.516486952463524,0.0138779081619832,0.649079843120094,0.0368090858582109,0.505178666651386,0.00380007299235602,0.679504257172497,0.0525799473187777,0.513143957590607,0.00994670114838111,0.800932348608091,0.0958957139681049,0.516476520468243,0.01079415933663
123,0.651019348821131,0.0425724917068245,0.504987418329108,0.00334660276442889,0.67644589439553,0.0490157929462164,0.516220099174219,0.014310555728571,0.801193198938709,0.0958762038545494,0.516386981638606,0.01274568378583,0.647759226169088,0.0391256870159046,0.504692991149886,0.0033101677640218,0.679298454738357,0.0503099234408971,0.512610046231739,0.010062049730269,0.802730503938221,0.0965127642426076,0.515476882956035,0.00834465644633189
124,0.65000840937795,0.0442344601609126,0.504931910480649,0.0040255008715515,0.675174654236161,0.0491031075279592,0.515337064923791,0.0126379959647857,0.803384517313522,0.0940939244382615,0.51467934560415,0.0101704071744226,0.645728655062239,0.041833200927419,0.505063417859862,0.00381442350305998,0.677589699319838,0.0491277822027792,0.514339651645458,0.0113329829935116,0.802663202867918,0.0916754277029229,0.51439470889848,0.0084506255632137
125,0.649143783091373,0.0456664497851282,0.505027324184414,0.00386462158013641,0.674321377596744,0.0492627705011519,0.514831718004668,0.0129076191256816,0.804081166147739,0.0919399648960545,0.515462663032269,0.0107547062034824,0.644694968689254,0.0437858254044476,0.505290576887114,0.00368259314306022,0.676636566518796,0.0496922032744773,0.513870483322146,0.0154018389168221,0.805184794321621,0.0888392692643355,0.513991876178987,0.00724271273239671
126,0.647926224284777,0.04657087949581,0.505010270664025,0.00386057607309689,0.674105457834052,0.0500446847484785,0.514755628155885,0.0114876643831566,0.806212325608933,0.0886242528907863,0.51467525223369,0.00951922030916278,0.643589496068046,0.045414626240641,0.505555105943325,0.0040454535544747,0.675637964565916,0.0499717298947771,0.513487646039474,0.0132112540219776,0.805125630985956,0.0844682306205915,0.514734360369022,0.00815916386799624
127,0.646713100055374,0.0474070024589642,0.505164238847051,0.00407327605597865,0.674284902653573,0.0499070625544619,0.51519205140408,0.0136728831968522,0.805759397330307,0.0827720479462033,0.514689264531207,0.00902298448910809,0.644087593622272,0.0473368407006783,0.504426252881326,0.00375460850372041,0.676337705426262,0.0504298910855213,0.514804388075648,0.0155243067543125,0.802512500480947,0.0826583984427574,0.514798712758044,0.00862353489820815
128,0.646546225762801,0.0479455566973258,0.505677992334361,0.00516563575725711,0.673599155612051,0.0489351871459179,0.515050657315091,0.0113980733702294,0.803492467854955,0.0822877551820812,0.515133874103862,0.0115362632725348,0.643979842761573,0.0479684870624409,0.505855873614287,0.00405854716370018,0.674809413318266,0.0493761242398869,0.512086330017178,0.0129534645035788,0.801454826711772,0.0802114342580432,0.51498425627939,0.00881390199725584
129,0.647578339938193,0.0474327607174393,0.505059424218276,0.00359909802972321,0.673218355019799,0.0490192340163523,0.514053379294007,0.0102565764222955,0.799852338157804,0.0839900933488914,0.515263755568927,0.0114785762737789,0.644523808934976,0.0478130619396077,0.504836231963774,0.00361380439108146,0.674478638718588,0.0495907707419166,0.513142511245049,0.0116535125668029,0.79936254543941,0.0817835412874381,0.514851157330666,0.00838047251166602
130,0.647751102579585,0.0467804875121016,0.504979896011077,0.0036168034394681,0.673230524143014,0.0492722810272317,0.516245972123001,0.0122870943449925,0.796162821281525,0.0874122752047373,0.515490119852653,0.011516528650308,0.6445963130672,0.048243824398332,0.505364536603727,0.00469312487437605,0.674737521054225,0.0505569064163902,0.515350752621251,0.0127084646583123,0.794901993486118,0.0858927042401681,0.51421029454677,0.00790080143633618
131,0.648606212990344,0.0450437489264878,0.504815995049657,0.00416431779649843,0.673505910566495,0.0498398008501288,0.515251803665672,0.0103062836678856,0.795974982916958,0.0926622582864768,0.516261115700613,0.0121517992370476,0.646074476590232,0.0472913975499707,0.504548670120199,0.00369705400695402,0.674813753962062,0.0516495524732068,0.514970990424029,0.0131542301792493,0.791783619488241,0.0926582462499311,0.515385576795057,0.01037588092154
132,0.64807397098644,0.04353332352787,0.505140587765426,0.00409406602593676,0.672453507688741,0.0495522964820878,0.516086840112478,0.0113526564343568,0.794938711801266,0.0929307705768454,0.515921992097792,0.011871616375317,0.64626273100166,0.0460790138011072,0.504589236024387,0.00366886415404729,0.674236779282089,0.0515406609783218,0.514748898513662,0.0124510378077008,0.792218921472179,0.0974634455847788,0.51488926715873,0.00893798692724388
133,0.647684391078014,0.0425164672113927,0.505474792993054,0.00400155488285865,0.671162025159049,0.0506391256291821,0.516471914651539,0.0119863823795622,0.795428253421754,0.092344746589567,0.516548813970438,0.0118306708547019,0.646284648891797,0.0449647991950667,0.504912827539215,0.00323842552508187,0.672156267479384,0.0517658972628728,0.516186833050767,0.0135738780722537,0.791104751276808,0.0961553880871588,0.514518755634612,0.00929116913101005
134,0.648071694682701,0.0412424411090928,0.505833080993665,0.00553766885855422,0.669480058377381,0.051391657554759,0.516448831823285,0.0132802154565904,0.798012763373859,0.0905055858512964,0.516432298086508,0.0111537213162234,0.647165355278102,0.0442433692013777,0.505127802212635,0.0035694627959749,0.669700325199944,0.0534293876208284,0.515253443944331,0.0131483943862665,0.795171139665513,0.0952755044193725,0.514219243880095,0.00885413901145523
135,0.648019513919691,0.0412502592396441,0.505037511271461,0.00364854714759884,0.668670884027091,0.05383990026349,0.516227392069007,0.011088474670779,0.800476372030245,0.0905000515194167,0.515680370383897,0.0112000831823872,0.647285729067337,0.0428976055242432,0.50509673839902,0.00373124089115904,0.66828855279035,0.0554209129043903,0.515251392876446,0.0113442786232204,0.797319905685993,0.0944770922724759,0.513943316562444,0.00842258602773441
136,0.647618918029781,0.0417927197808682,0.504688261448846,0.00364039479650887,0.668346290236901,0.0561174715540019,0.515791749267813,0.0110927522577632,0.800314533693415,0.0896568330550435,0.515668197222478,0.0111377799000085,0.647549536981267,0.0430773186396775,0.504934909846581,0.00347679546281843,0.667896681690877,0.0576702806840554,0.514391003160791,0.00980587656608852,0.795462187998662,0.096963988977162,0.514122700709627,0.0089044873853632
137,0.647143088110615,0.0422865325688258,0.505365965158204,0.00398763716545264,0.668084344917569,0.0572634290219369,0.515824912625742,0.0114294229333932,0.795794250151539,0.0940416009978191,0.515458782703688,0.0107528281067579,0.647193592718455,0.0433179618099119,0.505359602785163,0.00421332399554075,0.668368579796861,0.0582370455132961,0.514974997116504,0.0116763037641333,0.792207872255407,0.0983634420874075,0.512836819165312,0.00827726300855394
138,0.647935497607995,0.0437028525782421,0.504934344727255,0.00311722701612789,0.668905256543798,0.0590419735842525,0.515992557384265,0.0112121084908002,0.79184634952696,0.0970897555995549,0.517320083268583,0.0127314136912589,0.647708393034918,0.0434566167321618,0.504826828408648,0.00367811068961836,0.668473490696979,0.0594177694046253,0.514071043732254,0.0101816232222003,0.791603556501661,0.104495691586223,0.513070573149292,0.00811348267538938
139,0.64818091252813,0.0440186855929442,0.505031880340958,0.00381093910151239,0.669532395565068,0.0590570564549591,0.515569086244576,0.0116844982150503,0.791537373727007,0.100029168641216,0.516083079678462,0.010759066592969,0.647551883332757,0.0436502875753173,0.504790856910451,0.00366361351078177,0.667995050873846,0.0597991355288221,0.514577239191632,0.0104996851677928,0.790295443449054,0.1040679462799,0.513757024675332,0.0086730399504478
140,0.648446954335359,0.0450851900351335,0.505343893316094,0.00340172603833379,0.66941576478987,0.0587713672098437,0.51634265571686,0.0123515916976315,0.791703820847715,0.103702814613595,0.51529177018213,0.0103343140675053,0.64759485187764,0.0431466886951198,0.505221669807469,0.00408396240806191,0.667465028102533,0.0581484302953163,0.515164593386418,0.0115282996189831,0.790831519058352,0.109892957200214,0.513600369846353,0.0081551524943679
141,0.649316035487137,0.0457944605337922,0.506185524687317,0.00408936802788675,0.668883693897244,0.0579038071516081,0.514197665923733,0.0101902863752726,0.790657734599123,0.104214016324028,0.515764340882163,0.0114870180788913,0.64858122907067,0.0439176770967824,0.505148959849447,0.00439530936904475,0.667805223829357,0.0582156903077614,0.514032042075548,0.0117750273596324,0.790681416681702,0.109961026737812,0.514863205932606,0.00863290325044623
142,0.6502769261056,0.0460986033790721,0.50554374688172,0.00443628088675398,0.669291408208265,0.0577738908762193,0.514326535111786,0.0106586461072243,0.792210212698699,0.103584429622056,0.51560953993333,0.0119340309272517,0.649065708503248,0.0441604094668816,0.504606096117801,0.00286106486341185,0.668510599169589,0.0575858551713772,0.514223840689924,0.014003701577645,0.794163519416894,0.10845114428899,0.512998582603346,0.00740244355637741
143,0.65105552751487,0.0466158057756411,0.504892374376117,0.00370712962278385,0.670208067170516,0.0576798477725619,0.516183646956567,0.0130960421351136,0.791586185381222,0.103555101666317,0.515672625641727,0.0126189143924091,0.649527664806153,0.0447232075223855,0.50494408766475,0.00394377979359666,0.669083453319357,0.0571917585411166,0.513804708608017,0.0121106536466879,0.797376157744404,0.107976317670448,0.512688737037263,0.00748266954671991
144,0.65141442413067,0.0461123736691662,0.505572248217241,0.00424402941468982,0.670306831953764,0.057626962961495,0.513971211578901,0.0109163688056992,0.796060332959939,0.100440253253085,0.51498622167037,0.0120030866331787,0.650037781489966,0.0434516827036549,0.505571728776144,0.00413127460559104,0.669684668818741,0.0571599607077508,0.513086700935109,0.0114552783188724,0.801974268802355,0.105343997362687,0.513194492068236,0.00809925760456362
145,0.651141711130693,0.0456940801491007,0.50517144089216,0.00410092161431256,0.671144648160447,0.0569711574537456,0.515728460284733,0.013419781431957,0.797117958004778,0.0954084149793322,0.516535711805582,0.0121086097345149,0.650641611070865,0.0426266385849817,0.504571442494947,0.00335201114943253,0.671724677701656,0.0570330397986573,0.515025648127285,0.0128432757088765,0.805521536403248,0.0994872744091019,0.513668502707203,0.00818005649854679
146,0.650720404811299,0.045367089914374,0.505173187879439,0.00395680508653305,0.672840137740604,0.055450285834731,0.517756783808912,0.0142191668307079,0.797494420815076,0.0899929404264691,0.51493205042536,0.0114867167286475,0.649757093875198,0.0419545750796989,0.504987660250857,0.0038274304167337,0.673449952304787,0.0547318134667475,0.516544858201252,0.0139865406974887,0.807969653324299,0.0937050807991034,0.514615729416207,0.0092764723722632
147,0.650947545608795,0.0451025325510648,0.505055374195197,0.00358588711076885,0.673187537543508,0.0534752814602253,0.516273724618358,0.0147799785695105,0.797077501067486,0.0855616561089759,0.514790076302313,0.0111817585804003,0.648787318662694,0.040989230848231,0.504726074779631,0.00333698640185438,0.674977452058436,0.0534079134393614,0.517646894961141,0.0127308735261138,0.808244855230955,0.0876478656250383,0.513438093661635,0.00702466251015251
148,0.650309494410376,0.0448249094116038,0.505358616162303,0.00344581665173712,0.67387245690724,0.0512130689652213,0.518450626352449,0.0153094726501917,0.791727443061112,0.0856983067761929,0.515296538316507,0.0114709744096741,0.648235099994362,0.040940195100101,0.505191653010874,0.00415275867022469,0.675786942736683,0.0510767243130574,0.517723853272471,0.0134925866472249,0.805371091276907,0.0908845310093487,0.512680763175006,0.00751050929600864
149,0.650869484007828,0.0453647235920847,0.504970170792144,0.003848073271769,0.675020103183654,0.0494153827494839,0.516957506849284,0.0150800665409289,0.79109465687161,0.0898125342301176,0.514136161357655,0.00984165311132421,0.648563853454324,0.041085194114179,0.504602148744022,0.00346414767092963,0.677089621645306,0.0498960327263318,0.517914119112295,0.015299492900893,0.80359293739353,0.093280806586717,0.512664869598636,0.0069102928555347
150,0.6510713951817,0.0460087357157048,0.505210485151543,0.00435303355548569,0.674987946226404,0.046673243554358,0.514209573127063,0.0128778140515919,0.789385964559442,0.0937563208462339,0.515032586091456,0.0102438407100356,0.648172756272663,0.0414588411231174,0.504783349438307,0.00398286839486084,0.677161222248715,0.048799747468976,0.516600831109001,0.0123303727802628,0.803889877351009,0.0981698288212864,0.512828457318512,0.00819875368238204
151,0.650019163841797,0.0461016422636057,0.505760943610296,0.00476204708929884,0.675139755760459,0.0456891653987777,0.515066004347779,0.0141347391965094,0.790131042950341,0.0957376796143153,0.515700633248586,0.0110363070890252,0.647884492473316,0.0418627041051924,0.505004507946889,0.00373938336895851,0.677686051636672,0.048174823860788,0.515789771970003,0.0118195493480003,0.801210199739065,0.102831209810398,0.514417033202284,0.0110647444092788
152,0.650675814315163,0.0464603901360861,0.504187115758528,0.00346291849966477,0.676908482756803,0.0447368789823762,0.515168370589217,0.0128191711023191,0.790629020240913,0.0989059666035496,0.515456289815451,0.0102588504988244,0.647137363087976,0.0420363994264243,0.504769697187596,0.00439821980318617,0.678550960187746,0.0477351352038505,0.516815332740806,0.012200018081742,0.801370173029604,0.10431578279466,0.513245784307853,0.01132424629006
153,0.650321962568033,0.046549816332773,0.504935361523328,0.0038894897521622,0.676897636308922,0.0445852269514156,0.512718867293904,0.0119744994272106,0.791959342924231,0.0991584120985334,0.514889248134995,0.0103486757116566,0.646310174738516,0.0426839903147396,0.504910820997826,0.00445706719079358,0.679623973679592,0.0484647117089371,0.517674802124281,0.0161195908865361,0.801251907985845,0.100726029940287,0.512327099036659,0.00832967043706122
154,0.651088138886519,0.046407211473562,0.504731605310488,0.00339013529042933,0.677621283966581,0.0450587840685033,0.512674834029414,0.0123646491513364,0.793074557783914,0.0983816732685773,0.51551902577137,0.00983833727127566,0.646531505592784,0.043228506445778,0.505201637122566,0.00401461226903621,0.680079769323877,0.0486773269364597,0.517083563213862,0.0123322360750194,0.802350381580157,0.0984454930345555,0.512827501453489,0.00800106886617791
155,0.65164020868872,0.0469792610035128,0.504645828395258,0.00359396202379713,0.677963493831315,0.0451666495667843,0.512956061191352,0.012019000437929,0.79592640819594,0.0984537585241775,0.516195434264931,0.0111395033798389,0.647221059241476,0.044105995268398,0.504825475727472,0.00380941904309998,0.680468209899955,0.0486506827268718,0.515499141964434,0.0111341485105901,0.803459963862076,0.0964215612025406,0.513145359958102,0.00812808633821813
156,0.652617501737762,0.0460428493009171,0.504409468724873,0.00325472413468917,0.677803299149418,0.0460086858278542,0.513498918111127,0.0122872483081691,0.801770456048455,0.0960205092309016,0.515296243693046,0.00976221503629756,0.647511650327984,0.0439647230284492,0.504387017101218,0.00383612983647856,0.680727232531044,0.0490995882459323,0.516522209596239,0.0118250206096703,0.80547077710316,0.0976595503355188,0.512200185561893,0.00779280250811412
157,0.652530506203757,0.045261952998904,0.505230877635358,0.00362823779343956,0.67736632701562,0.0461286291168582,0.514240794939724,0.0115248542119668,0.804292349262121,0.0972934430636123,0.515129215633015,0.00967835525151886,0.647668806026036,0.0423172946342006,0.504742111386672,0.00403454034058356,0.680565641398267,0.0495004284200261,0.516520579869444,0.0118480417901825,0.80655536421174,0.0963237694978645,0.513027529039896,0.0093844944969988
158,0.652985306544043,0.0449785932865694,0.505055327888176,0.0038637046761685,0.677337572906561,0.0466769141779568,0.516732726815042,0.0136484410878781,0.805379980752908,0.095665568809051,0.515066453231424,0.00902659667712349,0.648161359552824,0.0412349865926542,0.505340348937094,0.0047312540237469,0.680854412586422,0.0495081978133828,0.516000534815414,0.0117681766575971,0.807649096134397,0.0975750170474549,0.51297258662362,0.00947698145085087
159,0.652889515920793,0.0445030435675434,0.504423603414032,0.00342514357762493,0.677832448051077,0.0464611420609313,0.515928737497398,0.0132527157052788,0.805900841547498,0.0942360422864496,0.514346669911672,0.00876876412363875,0.648707451560682,0.0402840049974898,0.504504000770172,0.00358476935886389,0.681880242909921,0.0487280048242976,0.517820107898988,0.0123553019369932,0.807823593637147,0.0952821789087186,0.513198455816857,0.00930671595923836
160,0.652139844913515,0.0439763015824029,0.50421903862348,0.00298263436210742,0.678584615271878,0.0458195279209597,0.516350575394956,0.012200479338684,0.807159377303739,0.0896447578588789,0.515373400661135,0.0107459498824171,0.646858939923551,0.0390575162299424,0.5047692057607,0.00447993897173109,0.682419473653587,0.048237225755714,0.5182978826996,0.0123784406039573,0.808345701756114,0.093823945561108,0.513618232290585,0.00897077560674275
161,0.650462852522466,0.0446125677127438,0.50498676967119,0.00407300214100413,0.679139773147971,0.0454546178746338,0.515805720154786,0.012027033290591,0.808146571097913,0.0883041066648417,0.516046850807143,0.0116263776280874,0.645964371530884,0.0399779292155599,0.505547858381199,0.00402006075395371,0.683487564956997,0.0476738498494991,0.516488632763746,0.0116326229388779,0.809477863403698,0.0927356165860673,0.513493801188923,0.00934055341653587
162,0.650255456328227,0.0456086860957746,0.505319297681593,0.0042977739794317,0.679934120697518,0.0433304061729368,0.514653591026032,0.0105187806895847,0.80669796787783,0.0868703859602507,0.514951566444094,0.00884830280594337,0.644862378536342,0.0415441323955378,0.504484714115605,0.00351057246806956,0.684281599394454,0.0457810399072245,0.516388196587611,0.0132408411665186,0.807576863435926,0.0930463640395578,0.513690160728172,0.00894675306736582
163,0.649220275543632,0.0466717298014213,0.504843832936995,0.0034157974979674,0.681111977482056,0.0416555725805604,0.516386340332158,0.0150023350291672,0.80576004345343,0.0859946745371766,0.514361052341303,0.0101877469324519,0.644747209392941,0.0439871228185801,0.504395677049932,0.00390312613849975,0.684962773185536,0.043917570013919,0.51747793386171,0.0108004388960674,0.805429228545272,0.0910473442356857,0.51460424273023,0.0117954358064869
164,0.64908359391329,0.0460857695682031,0.504523269525633,0.00336946069964669,0.680960149495266,0.0392923892102409,0.515763153861403,0.0134089660530627,0.803862171457198,0.0870731493225422,0.515060271451756,0.00845049930779822,0.644781089833667,0.0441399193438435,0.504719905273566,0.00362216682715736,0.685294748797138,0.0420737195861353,0.51569184389685,0.0123623908374424,0.803681675709657,0.0915491693229455,0.512839442337111,0.00786876949375116
165,0.649356492739192,0.0449395259473665,0.504753412068959,0.00352384911431042,0.680135512703963,0.0380297768617533,0.515641631282107,0.0114271295665195,0.802385943320269,0.0881755241674195,0.515801092369195,0.00970869946232378,0.645514961736728,0.0434890251209641,0.504950559398038,0.00476484621532266,0.685093350637644,0.0412250494587694,0.517398116126709,0.0142972755280765,0.802387596741329,0.0920860664829892,0.51268674424069,0.00742704210220874
166,0.650065676585301,0.0431819199258395,0.5048215298749,0.0037776806965903,0.680392210412566,0.0382140312229144,0.515482219038256,0.0117373921600912,0.802259239840892,0.0891281784610905,0.514390411631372,0.00730761314204448,0.646340400318998,0.0432678625348925,0.503465008499184,0.00248911587369294,0.685328579476368,0.0412235149952311,0.518854065064928,0.0138170374103679,0.801897897418978,0.0944255616320676,0.512912917961377,0.0067881043558955
167,0.651923594263337,0.0418211613033005,0.504676808357875,0.0032354787777645,0.67925540812369,0.0388547572421593,0.514882304407461,0.0110018508695125,0.800613907800716,0.0912273355228539,0.514757865382255,0.00970234799999902,0.647196966193577,0.0422755317396818,0.50483019875528,0.00397053220727346,0.683181307580447,0.0417561329218386,0.517116758042194,0.010520352335568,0.798977797405569,0.0940276656704195,0.513280719051703,0.00802522297502089
168,0.65284341334194,0.0396566045779581,0.505073009200101,0.00380461297037478,0.678943530449458,0.0399749108476131,0.515177053026058,0.0118558645597183,0.799951755979671,0.0927611081690121,0.514874328604092,0.0084528664912795,0.647998187608903,0.0410089617871381,0.504805959323205,0.00449966321011392,0.682259540086751,0.0420986844685734,0.517710992589228,0.0128478921496725,0.799392000874372,0.0934989827244435,0.51242843678112,0.00823434728085714
169,0.653132929423122,0.0375997855874515,0.505324759900373,0.0042710796246605,0.678394850002681,0.0417900356306074,0.51522030918353,0.0109618149937839,0.801418838531673,0.0942134348018502,0.514837256022005,0.00988877158620332,0.648882630980573,0.0389124000585348,0.504600519898808,0.00405584673423986,0.681371948396557,0.0419895441584067,0.520046995504067,0.017030198794447,0.799075651380429,0.0943721142703714,0.512793878240705,0.00872481840806377
170,0.653763917677038,0.0356719871996051,0.504940658234983,0.00458546964050052,0.678163386281486,0.0431477734925485,0.516624102764919,0.0130142548405289,0.800652478424056,0.094022727483702,0.514635282330292,0.00820735955934272,0.650158242990327,0.0370082297209878,0.504732694865012,0.0042264774154089,0.680110733706954,0.0415122422826283,0.517717555671163,0.0135162558502683,0.800187340626693,0.0964347627667458,0.513666201829724,0.00962503600222106
171,0.654420757042318,0.0343605786911902,0.50466878325124,0.00367591437380921,0.677220297008648,0.0439007586751152,0.51745480353747,0.0132472289885002,0.801225740003302,0.0936739036959373,0.516125905440265,0.0124460672056382,0.651021311700221,0.0356546722445195,0.505275924470944,0.00416846864390294,0.6788749139137,0.0427717025686201,0.517044788640884,0.0118435897716421,0.804345931935606,0.0928122407118245,0.514034735795177,0.00759899118426523
172,0.655162763377259,0.033348874564053,0.504693061701769,0.00359331917867579,0.676582494267349,0.0460706189756784,0.514179196827037,0.0104747667737232,0.805566864770958,0.0905343126158099,0.514756198082029,0.00932590069556488,0.651766773717575,0.0345912886634956,0.505355669233373,0.00415774347613597,0.677405382138155,0.0448505687681851,0.516945721450344,0.0116588042380971,0.807526966649812,0.0905956548337105,0.514057687314991,0.00781380264702643
173,0.655869450122448,0.0320163168177561,0.50435105333602,0.00318458892296784,0.675626898650326,0.048632130024116,0.514722818646832,0.0117306215078088,0.805804288844103,0.0870194700481176,0.514286294384406,0.00956925586650376,0.652953607210394,0.0336120348066376,0.504173312046474,0.00305275122586012,0.67721301069625,0.0472440079560954,0.518506884701778,0.0136546853408458,0.80877314976944,0.0899868962281575,0.514045644952071,0.0073713337020594
174,0.656581914573581,0.0328805131240529,0.504643945467077,0.0037834655706459,0.675762065984919,0.0501414236218282,0.514286948443561,0.0112136714700586,0.804153400288713,0.086209756260773,0.514530758395969,0.00977094327893102,0.652985612755897,0.0334759305919712,0.505233360795244,0.00428857142814653,0.676318691745711,0.0494038787168246,0.516745008958315,0.0116906670387031,0.808748247502032,0.0885357723611679,0.512859275867864,0.00843422330006434
175,0.656810234099666,0.0336470436963727,0.504840445708848,0.00345858033586829,0.676766319414755,0.0521234625962601,0.514148157279016,0.0103773333576863,0.805920297658895,0.0828556554105841,0.513413608177282,0.00823224334602617,0.652819454465423,0.0340639619650643,0.505073980232243,0.00422329044531279,0.676117085251088,0.0516353627569719,0.519156675156002,0.0124003599399277,0.810545951035941,0.0873144091462081,0.512835429573252,0.00725386254497688
176,0.65741078803419,0.0340459099771617,0.504583403361523,0.00364443043010582,0.676823605450475,0.054343610063042,0.512546312672199,0.00927714864367121,0.809038973453735,0.0816725998949609,0.512994829379317,0.0081749418806349,0.653331019577781,0.0340457920259692,0.504304542216745,0.00353559192119965,0.676181517884206,0.0549614870275278,0.518547446799534,0.0120442683528849,0.812924129878968,0.0865023225744351,0.512594995399029,0.00830384120728806
177,0.658188593628069,0.0337192282070367,0.504046493749765,0.00306000429043984,0.676531491298157,0.056138409583309,0.513970811877169,0.0111709830294995,0.80836110039102,0.0768854548320088,0.513496384849906,0.00950214790734597,0.653415326303185,0.033511019204388,0.50474701332969,0.00417429355262001,0.674685809945687,0.0576052047264145,0.519017428711855,0.014553957317266,0.812939862145535,0.0820188804550024,0.513321309618326,0.00998044237287338
178,0.658598192057044,0.0330338065241675,0.504575209038513,0.00358291109976682,0.674695983918802,0.0590521911622255,0.51401602577676,0.0113494307727353,0.80886459201709,0.0768135395009665,0.513510392445331,0.00935714642896011,0.65376864206596,0.0321209513170063,0.5046453951065,0.00366458100248834,0.672885051333594,0.060716870430636,0.518564056090235,0.0132460787291557,0.814133901017225,0.0820997560811908,0.512289991598698,0.00983679514593355
179,0.659579206032282,0.0321947202016765,0.504204171574809,0.00356439023745484,0.672671693158747,0.0618629137916856,0.513684663531443,0.0121797710717329,0.810215107907933,0.0766320920095118,0.513554271819852,0.00908643388098703,0.653793932260563,0.0305977406809516,0.504855342558784,0.00418941713461466,0.67120398911766,0.0642330794287007,0.519432659949364,0.0142751231169699,0.814850764365999,0.0806718340917761,0.512437328885948,0.00881907268790518
180,0.659607754993495,0.0311498936268625,0.504821393881002,0.00372953008695028,0.670797881485964,0.0649058275903675,0.513057623515956,0.00933735504209625,0.81316531597162,0.0733154895132131,0.51276448104587,0.00802810741766702,0.654273842833976,0.0291599924123091,0.505074610213939,0.00396141455242903,0.669743958033099,0.0675715759973061,0.517411347925485,0.0114984942144044,0.819051430900651,0.0810133166691663,0.51188106373685,0.00881139787618496
181,0.660364024625473,0.0299496337161402,0.50489178016208,0.00501579602660389,0.668495111278259,0.0674506679591821,0.513377134598594,0.00990617152705398,0.812862634631564,0.0703182570997107,0.513663188493322,0.0093231916356096,0.654320871452709,0.0276378444518923,0.506014045118388,0.00425753979391397,0.667157580764511,0.0708149762784989,0.518028384737984,0.0117360610495934,0.818447199477642,0.077186024257912,0.513018817341671,0.0108837118409207
182,0.660717300276272,0.0298632726762409,0.505202869331109,0.0037614358927878,0.666782887753396,0.0701927588626562,0.512285130183482,0.00890820489646202,0.814200009340541,0.0657271593526603,0.512180830032311,0.0118383798766213,0.654787573376558,0.0265132717169241,0.504951332105471,0.00405977447526709,0.667289787828812,0.0738741316358251,0.518674324848307,0.011471480732458,0.820353830360766,0.0760371815268117,0.51273623106411,0.0088700911004628
183,0.660874923321037,0.0297054663977496,0.504679740002097,0.00357975975113394,0.666058831292832,0.0726868955901421,0.513291515902633,0.00954743461748784,0.816731732521638,0.0622698195108532,0.512678077220167,0.0102314156629805,0.654910141007606,0.026487389929169,0.504356096212537,0.00346867763090547,0.666914921109173,0.0760992704190473,0.518017801239254,0.0106119189917324,0.823184310696362,0.0722784325260849,0.512424125847343,0.0101121663112699
184,0.659526923478983,0.0303404452930847,0.504982644349793,0.0032605209359562,0.664472801122745,0.0723844296822338,0.514066466490788,0.010729299206177,0.817395808425247,0.0607676427177534,0.512428748691566,0.0109598901401925,0.65404633761386,0.0276631861876887,0.504782251576553,0.00411677966277652,0.666612485564773,0.0772741051237696,0.518056387453195,0.0105437007107966,0.82215542518401,0.0693006672863166,0.512189937811383,0.00965295338666309
185,0.658763944910309,0.0317041362354079,0.504665568279181,0.00327134326820949,0.663121657943872,0.0719851096407453,0.513053635917974,0.0101452905426072,0.817274670909104,0.0570349794081292,0.513300501232556,0.0122504397555825,0.652379768688086,0.0301896877379342,0.505115383489866,0.00458099167473526,0.665897737664722,0.0771502974233338,0.517999785532254,0.0121928162731621,0.822345258713053,0.0668251762234951,0.512209889644808,0.0100603885603186
186,0.658040269577011,0.03306070757184,0.505393714256752,0.00454589467422833,0.661325828806123,0.0714700845255013,0.512655922789296,0.00965122589120347,0.817336148339648,0.0536681431125548,0.512617476987517,0.0119895207226423,0.651296579676259,0.0324960654454941,0.505181423304625,0.00396321503723877,0.666079709591154,0.0763214995351462,0.517801746660831,0.0115157703567283,0.824686493808323,0.0644422469786252,0.511565910082012,0.0102123765464541
