"strategy_id","step","recon.y","cyber.y","disinfo.y","comb.y","cyber2.y","disinfo2.y"
5,1,200,0,76,0,0,0
5,10,200,0,76,0,0,0
5,100,200,0,76,0,0,0
5,11,200,0,76,0,0,0
5,12,200,0,76,0,0,0
5,13,200,0,76,0,0,0
5,14,200,0,76,0,0,0
5,15,200,0,76,0,0,0
5,16,200,0,76,0,0,0
5,17,200,0,76,0,0,0
5,18,200,0,76,0,0,0
5,19,200,0,76,0,0,0
5,2,200,0,76,0,0,0
5,20,200,0,76,0,0,0
5,21,200,0,76,0,0,0
5,22,200,0,76,0,0,0
5,23,200,0,76,0,0,0
5,24,200,0,76,0,0,0
5,25,200,0,76,0,0,0
5,26,200,0,76,0,0,0
5,27,200,0,76,0,0,0
5,28,200,0,76,0,0,0
5,29,200,0,76,0,0,0
5,3,200,0,76,0,0,0
5,30,200,0,76,0,0,0
5,31,200,0,76,0,0,0
5,32,200,0,76,0,0,0
5,33,200,0,76,0,0,0
5,34,200,0,76,0,0,0
5,35,200,0,76,0,0,0
5,36,200,0,76,0,0,0
5,37,200,0,76,0,0,0
5,38,200,0,76,0,0,0
5,39,200,0,76,0,0,0
5,4,200,0,76,0,0,0
5,40,200,0,76,0,0,0
5,41,200,0,76,0,0,0
5,42,200,0,76,0,0,0
5,43,200,0,76,0,0,0
5,44,200,0,76,0,0,0
5,45,200,0,76,0,0,0
5,46,200,0,76,0,0,0
5,47,200,0,76,0,0,0
5,48,200,0,76,0,0,0
5,49,200,0,76,0,0,0
5,5,200,0,76,0,0,0
5,50,200,0,76,0,0,0
5,51,200,0,76,0,0,0
5,52,200,0,76,0,0,0
5,53,200,0,76,0,0,0
5,54,200,0,76,0,0,0
5,55,200,0,76,0,0,0
5,56,200,0,76,0,0,0
5,57,200,0,76,0,0,0
5,58,200,0,76,0,0,0
5,59,200,0,76,0,0,0
5,6,200,0,76,0,0,0
5,60,200,0,76,0,0,0
5,61,200,0,76,0,0,0
5,62,200,0,76,0,0,0
5,63,200,0,76,0,0,0
5,64,200,0,76,0,0,0
5,65,200,0,76,0,0,0
5,66,200,0,76,0,0,0
5,67,200,0,76,0,0,0
5,68,200,0,76,0,0,0
5,69,200,0,76,0,0,0
5,7,200,0,76,0,0,0
5,70,200,0,76,0,0,0
5,71,200,0,76,0,0,0
5,72,200,0,76,0,0,0
5,73,200,0,76,0,0,0
5,74,200,0,76,0,0,0
5,75,200,0,76,0,0,0
5,76,200,0,76,0,0,0
5,77,200,0,76,0,0,0
5,78,200,0,76,0,0,0
5,79,200,0,76,0,0,0
5,8,200,0,76,0,0,0
5,80,200,0,76,0,0,0
5,81,200,0,76,0,0,0
5,82,200,0,76,0,0,0
5,83,200,0,76,0,0,0
5,84,200,0,76,0,0,0
5,85,200,0,76,0,0,0
5,86,200,0,76,0,0,0
5,87,200,0,76,0,0,0
5,88,200,0,76,0,0,0
5,89,200,0,76,0,0,0
5,9,200,0,76,0,0,0
5,90,200,0,76,0,0,0
5,91,200,0,76,0,0,0
5,92,200,0,76,0,0,0
5,93,200,0,76,0,0,0
5,94,200,0,76,0,0,0
5,95,200,0,76,0,0,0
5,96,200,0,76,0,0,0
5,97,200,0,76,0,0,0
5,98,200,0,76,0,0,0
5,99,200,0,76,0,0,0
