"strategy_id","step","recon.y","cyber.y","disinfo.y","comb.y","cyber2.y","disinfo2.y"
9,1,200,0,0,99,0,0
9,10,200,0,0,99,0,0
9,100,200,0,0,99,0,0
9,11,200,0,0,99,0,0
9,12,200,0,0,99,0,0
9,13,200,0,0,99,0,0
9,14,200,0,0,99,0,0
9,15,200,0,0,99,0,0
9,16,200,0,0,99,0,0
9,17,200,0,0,99,0,0
9,18,200,0,0,99,0,0
9,19,200,0,0,99,0,0
9,2,200,0,0,99,0,0
9,20,200,0,0,99,0,0
9,21,200,0,0,99,0,0
9,22,200,0,0,99,0,0
9,23,200,0,0,99,0,0
9,24,200,0,0,99,0,0
9,25,200,0,0,99,0,0
9,26,200,0,0,99,0,0
9,27,200,0,0,99,0,0
9,28,200,0,0,99,0,0
9,29,200,0,0,99,0,0
9,3,200,0,0,99,0,0
9,30,200,0,0,99,0,0
9,31,200,0,0,99,0,0
9,32,200,0,0,99,0,0
9,33,200,0,0,99,0,0
9,34,200,0,0,99,0,0
9,35,200,0,0,99,0,0
9,36,200,0,0,99,0,0
9,37,200,0,0,99,0,0
9,38,200,0,0,99,0,0
9,39,200,0,0,99,0,0
9,4,200,0,0,99,0,0
9,40,200,0,0,99,0,0
9,41,200,0,0,99,0,0
9,42,200,0,0,99,0,0
9,43,200,0,0,99,0,0
9,44,200,0,0,99,0,0
9,45,200,0,0,99,0,0
9,46,200,0,0,99,0,0
9,47,200,0,0,99,0,0
9,48,200,0,0,99,0,0
9,49,200,0,0,99,0,0
9,5,200,0,0,99,0,0
9,50,200,0,0,99,0,0
9,51,200,0,0,99,0,0
9,52,200,0,0,99,0,0
9,53,200,0,0,99,0,0
9,54,200,0,0,99,0,0
9,55,200,0,0,99,0,0
9,56,200,0,0,99,0,0
9,57,200,0,0,99,0,0
9,58,200,0,0,99,0,0
9,59,200,0,0,99,0,0
9,6,200,0,0,99,0,0
9,60,200,0,0,99,0,0
9,61,200,0,0,99,0,0
9,62,200,0,0,99,0,0
9,63,200,0,0,99,0,0
9,64,200,0,0,99,0,0
9,65,200,0,0,99,0,0
9,66,200,0,0,99,0,0
9,67,200,0,0,99,0,0
9,68,200,0,0,99,0,0
9,69,200,0,0,99,0,0
9,7,200,0,0,99,0,0
9,70,200,0,0,99,0,0
9,71,200,0,0,99,0,0
9,72,200,0,0,99,0,0
9,73,200,0,0,99,0,0
9,74,200,0,0,99,0,0
9,75,200,0,0,99,0,0
9,76,200,0,0,99,0,0
9,77,200,0,0,99,0,0
9,78,200,0,0,99,0,0
9,79,200,0,0,99,0,0
9,8,200,0,0,99,0,0
9,80,200,0,0,99,0,0
9,81,200,0,0,99,0,0
9,82,200,0,0,99,0,0
9,83,200,0,0,99,0,0
9,84,200,0,0,99,0,0
9,85,200,0,0,99,0,0
9,86,200,0,0,99,0,0
9,87,200,0,0,99,0,0
9,88,200,0,0,99,0,0
9,89,200,0,0,99,0,0
9,9,200,0,0,99,0,0
9,90,200,0,0,99,0,0
9,91,200,0,0,99,0,0
9,92,200,0,0,99,0,0
9,93,200,0,0,99,0,0
9,94,200,0,0,99,0,0
9,95,200,0,0,99,0,0
9,96,200,0,0,99,0,0
9,97,200,0,0,99,0,0
9,98,200,0,0,99,0,0
9,99,200,0,0,99,0,0
