"strategy_id","step","recon.y","cyber.y","disinfo.y","comb.y","cyber2.y","disinfo2.y"
4,1,200,64,11,15,0,0
4,10,200,64,11,15,0,0
4,100,200,64,11,15,0,0
4,11,200,64,11,15,0,0
4,12,200,64,11,15,0,0
4,13,200,64,11,15,0,0
4,14,200,64,11,15,0,0
4,15,200,64,11,15,0,0
4,16,200,64,11,15,0,0
4,17,200,64,11,15,0,0
4,18,200,64,11,15,0,0
4,19,200,64,11,15,0,0
4,2,200,64,11,15,0,0
4,20,200,64,11,15,0,0
4,21,200,64,11,15,0,0
4,22,200,64,11,15,0,0
4,23,200,64,11,15,0,0
4,24,200,64,11,15,0,0
4,25,200,64,11,15,0,0
4,26,200,64,11,15,0,0
4,27,200,64,11,15,0,0
4,28,200,64,11,15,0,0
4,29,200,64,11,15,0,0
4,3,200,64,11,15,0,0
4,30,200,64,11,15,0,0
4,31,200,64,11,15,0,0
4,32,200,64,11,15,0,0
4,33,200,64,11,15,0,0
4,34,200,64,11,15,0,0
4,35,200,64,11,15,0,0
4,36,200,64,11,15,0,0
4,37,200,64,11,15,0,0
4,38,200,64,11,15,0,0
4,39,200,64,11,15,0,0
4,4,200,64,11,15,0,0
4,40,200,64,11,15,0,0
4,41,200,64,11,15,0,0
4,42,200,64,11,15,0,0
4,43,200,64,11,15,0,0
4,44,200,64,11,15,0,0
4,45,200,64,11,15,0,0
4,46,200,64,11,15,0,0
4,47,200,64,11,15,0,0
4,48,200,64,11,15,0,0
4,49,200,64,11,15,0,0
4,5,200,64,11,15,0,0
4,50,200,64,11,15,0,0
4,51,200,64,11,15,0,0
4,52,200,64,11,15,0,0
4,53,200,64,11,15,0,0
4,54,200,64,11,15,0,0
4,55,200,64,11,15,0,0
4,56,200,64,11,15,0,0
4,57,200,64,11,15,0,0
4,58,200,64,11,15,0,0
4,59,200,64,11,15,0,0
4,6,200,64,11,15,0,0
4,60,200,64,11,15,0,0
4,61,200,64,11,15,0,0
4,62,200,64,11,15,0,0
4,63,200,64,11,15,0,0
4,64,200,64,11,15,0,0
4,65,200,64,11,15,0,0
4,66,200,64,11,15,0,0
4,67,200,64,11,15,0,0
4,68,200,64,11,15,0,0
4,69,200,64,11,15,0,0
4,7,200,64,11,15,0,0
4,70,200,64,11,15,0,0
4,71,200,64,11,15,0,0
4,72,200,64,11,15,0,0
4,73,200,64,11,15,0,0
4,74,200,64,11,15,0,0
4,75,200,64,11,15,0,0
4,76,200,64,11,15,0,0
4,77,200,64,11,15,0,0
4,78,200,64,11,15,0,0
4,79,200,64,11,15,0,0
4,8,200,64,11,15,0,0
4,80,200,64,11,15,0,0
4,81,200,64,11,15,0,0
4,82,200,64,11,15,0,0
4,83,200,64,11,15,0,0
4,84,200,64,11,15,0,0
4,85,200,64,11,15,0,0
4,86,200,64,11,15,0,0
4,87,200,64,11,15,0,0
4,88,200,64,11,15,0,0
4,89,200,64,11,15,0,0
4,9,200,64,11,15,0,0
4,90,200,64,11,15,0,0
4,91,200,64,11,15,0,0
4,92,200,64,11,15,0,0
4,93,200,64,11,15,0,0
4,94,200,64,11,15,0,0
4,95,200,64,11,15,0,0
4,96,200,64,11,15,0,0
4,97,200,64,11,15,0,0
4,98,200,64,11,15,0,0
4,99,200,64,11,15,0,0
