"strategy_id","step","recon.y","cyber.y","disinfo.y","comb.y","cyber2.y","disinfo2.y"
12,1,200,26,0,17,54,0
12,10,200,26,0,17,54,0
12,100,200,26,0,17,54,0
12,11,200,26,0,17,54,0
12,12,200,26,0,17,54,0
12,13,200,26,0,17,54,0
12,14,200,26,0,17,54,0
12,15,200,26,0,17,54,0
12,16,200,26,0,17,54,0
12,17,200,26,0,17,54,0
12,18,200,26,0,17,54,0
12,19,200,26,0,17,54,0
12,2,200,26,0,17,54,0
12,20,200,26,0,17,54,0
12,21,200,26,0,17,54,0
12,22,200,26,0,17,54,0
12,23,200,26,0,17,54,0
12,24,200,26,0,17,54,0
12,25,200,26,0,17,54,0
12,26,200,26,0,17,54,0
12,27,200,26,0,17,54,0
12,28,200,26,0,17,54,0
12,29,200,26,0,17,54,0
12,3,200,26,0,17,54,0
12,30,200,26,0,17,54,0
12,31,200,26,0,17,54,0
12,32,200,26,0,17,54,0
12,33,200,26,0,17,54,0
12,34,200,26,0,17,54,0
12,35,200,26,0,17,54,0
12,36,200,26,0,17,54,0
12,37,200,26,0,17,54,0
12,38,200,26,0,17,54,0
12,39,200,26,0,17,54,0
12,4,200,26,0,17,54,0
12,40,200,26,0,17,54,0
12,41,200,26,0,17,54,0
12,42,200,26,0,17,54,0
12,43,200,26,0,17,54,0
12,44,200,26,0,17,54,0
12,45,200,26,0,17,54,0
12,46,200,26,0,17,54,0
12,47,200,26,0,17,54,0
12,48,200,26,0,17,54,0
12,49,200,26,0,17,54,0
12,5,200,26,0,17,54,0
12,50,200,26,0,17,54,0
12,51,200,26,0,17,54,0
12,52,200,26,0,17,54,0
12,53,200,26,0,17,54,0
12,54,200,26,0,17,54,0
12,55,200,26,0,17,54,0
12,56,200,26,0,17,54,0
12,57,200,26,0,17,54,0
12,58,200,26,0,17,54,0
12,59,200,26,0,17,54,0
12,6,200,26,0,17,54,0
12,60,200,26,0,17,54,0
12,61,200,26,0,17,54,0
12,62,200,26,0,17,54,0
12,63,200,26,0,17,54,0
12,64,200,26,0,17,54,0
12,65,200,26,0,17,54,0
12,66,200,26,0,17,54,0
12,67,200,26,0,17,54,0
12,68,200,26,0,17,54,0
12,69,200,26,0,17,54,0
12,7,200,26,0,17,54,0
12,70,200,26,0,17,54,0
12,71,200,26,0,17,54,0
12,72,200,26,0,17,54,0
12,73,200,26,0,17,54,0
12,74,200,26,0,17,54,0
12,75,200,26,0,17,54,0
12,76,200,26,0,17,54,0
12,77,200,26,0,17,54,0
12,78,200,26,0,17,54,0
12,79,200,26,0,17,54,0
12,8,200,26,0,17,54,0
12,80,200,26,0,17,54,0
12,81,200,26,0,17,54,0
12,82,200,26,0,17,54,0
12,83,200,26,0,17,54,0
12,84,200,26,0,17,54,0
12,85,200,26,0,17,54,0
12,86,200,26,0,17,54,0
12,87,200,26,0,17,54,0
12,88,200,26,0,17,54,0
12,89,200,26,0,17,54,0
12,9,200,26,0,17,54,0
12,90,200,26,0,17,54,0
12,91,200,26,0,17,54,0
12,92,200,26,0,17,54,0
12,93,200,26,0,17,54,0
12,94,200,26,0,17,54,0
12,95,200,26,0,17,54,0
12,96,200,26,0,17,54,0
12,97,200,26,0,17,54,0
12,98,200,26,0,17,54,0
12,99,200,26,0,17,54,0
