"strategy_id","step","recon.y","cyber.y","disinfo.y","comb.y","cyber2.y","disinfo2.y"
8,1,200,12,72,14,0,0
8,10,200,12,72,14,0,0
8,100,200,12,72,14,0,0
8,11,200,12,72,14,0,0
8,12,200,12,72,14,0,0
8,13,200,12,72,14,0,0
8,14,200,12,72,14,0,0
8,15,200,12,72,14,0,0
8,16,200,12,72,14,0,0
8,17,200,12,72,14,0,0
8,18,200,12,72,14,0,0
8,19,200,12,72,14,0,0
8,2,200,12,72,14,0,0
8,20,200,12,72,14,0,0
8,21,200,12,72,14,0,0
8,22,200,12,72,14,0,0
8,23,200,12,72,14,0,0
8,24,200,12,72,14,0,0
8,25,200,12,72,14,0,0
8,26,200,12,72,14,0,0
8,27,200,12,72,14,0,0
8,28,200,12,72,14,0,0
8,29,200,12,72,14,0,0
8,3,200,12,72,14,0,0
8,30,200,12,72,14,0,0
8,31,200,12,72,14,0,0
8,32,200,12,72,14,0,0
8,33,200,12,72,14,0,0
8,34,200,12,72,14,0,0
8,35,200,12,72,14,0,0
8,36,200,12,72,14,0,0
8,37,200,12,72,14,0,0
8,38,200,12,72,14,0,0
8,39,200,12,72,14,0,0
8,4,200,12,72,14,0,0
8,40,200,12,72,14,0,0
8,41,200,12,72,14,0,0
8,42,200,12,72,14,0,0
8,43,200,12,72,14,0,0
8,44,200,12,72,14,0,0
8,45,200,12,72,14,0,0
8,46,200,12,72,14,0,0
8,47,200,12,72,14,0,0
8,48,200,12,72,14,0,0
8,49,200,12,72,14,0,0
8,5,200,12,72,14,0,0
8,50,200,12,72,14,0,0
8,51,200,12,72,14,0,0
8,52,200,12,72,14,0,0
8,53,200,12,72,14,0,0
8,54,200,12,72,14,0,0
8,55,200,12,72,14,0,0
8,56,200,12,72,14,0,0
8,57,200,12,72,14,0,0
8,58,200,12,72,14,0,0
8,59,200,12,72,14,0,0
8,6,200,12,72,14,0,0
8,60,200,12,72,14,0,0
8,61,200,12,72,14,0,0
8,62,200,12,72,14,0,0
8,63,200,12,72,14,0,0
8,64,200,12,72,14,0,0
8,65,200,12,72,14,0,0
8,66,200,12,72,14,0,0
8,67,200,12,72,14,0,0
8,68,200,12,72,14,0,0
8,69,200,12,72,14,0,0
8,7,200,12,72,14,0,0
8,70,200,12,72,14,0,0
8,71,200,12,72,14,0,0
8,72,200,12,72,14,0,0
8,73,200,12,72,14,0,0
8,74,200,12,72,14,0,0
8,75,200,12,72,14,0,0
8,76,200,12,72,14,0,0
8,77,200,12,72,14,0,0
8,78,200,12,72,14,0,0
8,79,200,12,72,14,0,0
8,8,200,12,72,14,0,0
8,80,200,12,72,14,0,0
8,81,200,12,72,14,0,0
8,82,200,12,72,14,0,0
8,83,200,12,72,14,0,0
8,84,200,12,72,14,0,0
8,85,200,12,72,14,0,0
8,86,200,12,72,14,0,0
8,87,200,12,72,14,0,0
8,88,200,12,72,14,0,0
8,89,200,12,72,14,0,0
8,9,200,12,72,14,0,0
8,90,200,12,72,14,0,0
8,91,200,12,72,14,0,0
8,92,200,12,72,14,0,0
8,93,200,12,72,14,0,0
8,94,200,12,72,14,0,0
8,95,200,12,72,14,0,0
8,96,200,12,72,14,0,0
8,97,200,12,72,14,0,0
8,98,200,12,72,14,0,0
8,99,200,12,72,14,0,0
