"strategy_id","step","recon.y","cyber.y","disinfo.y","comb.y","cyber2.y","disinfo2.y"
6,1,200,12,82,0,0,0
6,10,200,12,82,0,0,0
6,100,200,12,82,0,0,0
6,11,200,12,82,0,0,0
6,12,200,12,82,0,0,0
6,13,200,12,82,0,0,0
6,14,200,12,82,0,0,0
6,15,200,12,82,0,0,0
6,16,200,12,82,0,0,0
6,17,200,12,82,0,0,0
6,18,200,12,82,0,0,0
6,19,200,12,82,0,0,0
6,2,200,12,82,0,0,0
6,20,200,12,82,0,0,0
6,21,200,12,82,0,0,0
6,22,200,12,82,0,0,0
6,23,200,12,82,0,0,0
6,24,200,12,82,0,0,0
6,25,200,12,82,0,0,0
6,26,200,12,82,0,0,0
6,27,200,12,82,0,0,0
6,28,200,12,82,0,0,0
6,29,200,12,82,0,0,0
6,3,200,12,82,0,0,0
6,30,200,12,82,0,0,0
6,31,200,12,82,0,0,0
6,32,200,12,82,0,0,0
6,33,200,12,82,0,0,0
6,34,200,12,82,0,0,0
6,35,200,12,82,0,0,0
6,36,200,12,82,0,0,0
6,37,200,12,82,0,0,0
6,38,200,12,82,0,0,0
6,39,200,12,82,0,0,0
6,4,200,12,82,0,0,0
6,40,200,12,82,0,0,0
6,41,200,12,82,0,0,0
6,42,200,12,82,0,0,0
6,43,200,12,82,0,0,0
6,44,200,12,82,0,0,0
6,45,200,12,82,0,0,0
6,46,200,12,82,0,0,0
6,47,200,12,82,0,0,0
6,48,200,12,82,0,0,0
6,49,200,12,82,0,0,0
6,5,200,12,82,0,0,0
6,50,200,12,82,0,0,0
6,51,200,12,82,0,0,0
6,52,200,12,82,0,0,0
6,53,200,12,82,0,0,0
6,54,200,12,82,0,0,0
6,55,200,12,82,0,0,0
6,56,200,12,82,0,0,0
6,57,200,12,82,0,0,0
6,58,200,12,82,0,0,0
6,59,200,12,82,0,0,0
6,6,200,12,82,0,0,0
6,60,200,12,82,0,0,0
6,61,200,12,82,0,0,0
6,62,200,12,82,0,0,0
6,63,200,12,82,0,0,0
6,64,200,12,82,0,0,0
6,65,200,12,82,0,0,0
6,66,200,12,82,0,0,0
6,67,200,12,82,0,0,0
6,68,200,12,82,0,0,0
6,69,200,12,82,0,0,0
6,7,200,12,82,0,0,0
6,70,200,12,82,0,0,0
6,71,200,12,82,0,0,0
6,72,200,12,82,0,0,0
6,73,200,12,82,0,0,0
6,74,200,12,82,0,0,0
6,75,200,12,82,0,0,0
6,76,200,12,82,0,0,0
6,77,200,12,82,0,0,0
6,78,200,12,82,0,0,0
6,79,200,12,82,0,0,0
6,8,200,12,82,0,0,0
6,80,200,12,82,0,0,0
6,81,200,12,82,0,0,0
6,82,200,12,82,0,0,0
6,83,200,12,82,0,0,0
6,84,200,12,82,0,0,0
6,85,200,12,82,0,0,0
6,86,200,12,82,0,0,0
6,87,200,12,82,0,0,0
6,88,200,12,82,0,0,0
6,89,200,12,82,0,0,0
6,9,200,12,82,0,0,0
6,90,200,12,82,0,0,0
6,91,200,12,82,0,0,0
6,92,200,12,82,0,0,0
6,93,200,12,82,0,0,0
6,94,200,12,82,0,0,0
6,95,200,12,82,0,0,0
6,96,200,12,82,0,0,0
6,97,200,12,82,0,0,0
6,98,200,12,82,0,0,0
6,99,200,12,82,0,0,0
