"strategy_id","step","recon.y","cyber.y","disinfo.y","comb.y","cyber2.y","disinfo2.y"
13,1,200,0,23,8,0,58
13,10,200,0,23,8,0,58
13,100,200,0,23,8,0,58
13,11,200,0,23,8,0,58
13,12,200,0,23,8,0,58
13,13,200,0,23,8,0,58
13,14,200,0,23,8,0,58
13,15,200,0,23,8,0,58
13,16,200,0,23,8,0,58
13,17,200,0,23,8,0,58
13,18,200,0,23,8,0,58
13,19,200,0,23,8,0,58
13,2,200,0,23,8,0,58
13,20,200,0,23,8,0,58
13,21,200,0,23,8,0,58
13,22,200,0,23,8,0,58
13,23,200,0,23,8,0,58
13,24,200,0,23,8,0,58
13,25,200,0,23,8,0,58
13,26,200,0,23,8,0,58
13,27,200,0,23,8,0,58
13,28,200,0,23,8,0,58
13,29,200,0,23,8,0,58
13,3,200,0,23,8,0,58
13,30,200,0,23,8,0,58
13,31,200,0,23,8,0,58
13,32,200,0,23,8,0,58
13,33,200,0,23,8,0,58
13,34,200,0,23,8,0,58
13,35,200,0,23,8,0,58
13,36,200,0,23,8,0,58
13,37,200,0,23,8,0,58
13,38,200,0,23,8,0,58
13,39,200,0,23,8,0,58
13,4,200,0,23,8,0,58
13,40,200,0,23,8,0,58
13,41,200,0,23,8,0,58
13,42,200,0,23,8,0,58
13,43,200,0,23,8,0,58
13,44,200,0,23,8,0,58
13,45,200,0,23,8,0,58
13,46,200,0,23,8,0,58
13,47,200,0,23,8,0,58
13,48,200,0,23,8,0,58
13,49,200,0,23,8,0,58
13,5,200,0,23,8,0,58
13,50,200,0,23,8,0,58
13,51,200,0,23,8,0,58
13,52,200,0,23,8,0,58
13,53,200,0,23,8,0,58
13,54,200,0,23,8,0,58
13,55,200,0,23,8,0,58
13,56,200,0,23,8,0,58
13,57,200,0,23,8,0,58
13,58,200,0,23,8,0,58
13,59,200,0,23,8,0,58
13,6,200,0,23,8,0,58
13,60,200,0,23,8,0,58
13,61,200,0,23,8,0,58
13,62,200,0,23,8,0,58
13,63,200,0,23,8,0,58
13,64,200,0,23,8,0,58
13,65,200,0,23,8,0,58
13,66,200,0,23,8,0,58
13,67,200,0,23,8,0,58
13,68,200,0,23,8,0,58
13,69,200,0,23,8,0,58
13,7,200,0,23,8,0,58
13,70,200,0,23,8,0,58
13,71,200,0,23,8,0,58
13,72,200,0,23,8,0,58
13,73,200,0,23,8,0,58
13,74,200,0,23,8,0,58
13,75,200,0,23,8,0,58
13,76,200,0,23,8,0,58
13,77,200,0,23,8,0,58
13,78,200,0,23,8,0,58
13,79,200,0,23,8,0,58
13,8,200,0,23,8,0,58
13,80,200,0,23,8,0,58
13,81,200,0,23,8,0,58
13,82,200,0,23,8,0,58
13,83,200,0,23,8,0,58
13,84,200,0,23,8,0,58
13,85,200,0,23,8,0,58
13,86,200,0,23,8,0,58
13,87,200,0,23,8,0,58
13,88,200,0,23,8,0,58
13,89,200,0,23,8,0,58
13,9,200,0,23,8,0,58
13,90,200,0,23,8,0,58
13,91,200,0,23,8,0,58
13,92,200,0,23,8,0,58
13,93,200,0,23,8,0,58
13,94,200,0,23,8,0,58
13,95,200,0,23,8,0,58
13,96,200,0,23,8,0,58
13,97,200,0,23,8,0,58
13,98,200,0,23,8,0,58
13,99,200,0,23,8,0,58
